name,class,drug_name
liver disease,Moderate,Vardenafil
PKU,Moderate,Vardenafil
neuropsychiatric events,Major,Varenicline
alcoholism,Moderate,Varenicline
CV disease,Moderate,Varenicline
renal impairment,Moderate,Varenicline
seizures,Moderate,Varenicline
atrial fibrillation/flutter,Moderate,Vascepa
liver disease,Moderate,Vascepa
angioedema,Major,Vasotec
bone marrow suppression,Major,Vasotec
CHF,Major,Vasotec
hemodialysis,Major,Vasotec
hyperkalemia,Major,Vasotec
hypotension,Major,Vasotec
liver disease,Moderate,Vasotec
renal dysfunction,Moderate,Vasotec
cardiac toxicity,Moderate,Velcade
diabetes,Moderate,Velcade
hepatotoxicity,Moderate,Velcade
hypotension,Moderate,Velcade
peripheral neuropathy,Moderate,Velcade
pulmonary toxicity,Moderate,Velcade
hepatic impairment,Moderate,Venclexta
neutropenia,Moderate,Venclexta
TLS/renal,Moderate,Venclexta
vaccination,Moderate,Venclexta
depression,Major,Venlafaxine
renal disease,Major,Venlafaxine
renal/liver disease,Major,Venlafaxine
mania,Moderate,Venlafaxine
glaucoma,Moderate,Venlafaxine
hypertension,Moderate,Venlafaxine
hyponatremia,Moderate,Venlafaxine
mania,Moderate,Venlafaxine
seizures,Moderate,Venlafaxine
urinary tract obstruction,Moderate,Venlafaxine
weight loss,Minor,Venlafaxine
hemoglobin abnormalities,Major,Venofer
cardiovascular,Moderate,Ventolin
diabetes,Moderate,Ventolin
hypokalemia,Moderate,Ventolin
seizures,Moderate,Ventolin
renal dysfunction,Moderate,Ventolin
cardiovascular,Moderate,Ventolin HFA
diabetes,Moderate,Ventolin HFA
hypokalemia,Moderate,Ventolin HFA
seizures,Moderate,Ventolin HFA
renal dysfunction,Moderate,Ventolin HFA
acute alcohol intoxication,Major,Versed
closed-angle glaucoma,Major,Versed
respiratory depression,Major,Versed
seizures,Major,Versed
prolonged hypotension,Major,Versed
prematurity,Major,Versed
CNS depression/electrolyte disturbances,Major,Versed
congestive heart failure,Major,Versed
renal/liver disease,Major,Versed
depression,Moderate,Versed
obesity,Moderate,Versed
paradoxical reactions,Moderate,Versed
hepatic dysfunction,Major,Verzenio
diarrhea,Moderate,Verzenio
ILD,Moderate,Verzenio
neutropenia,Moderate,Verzenio
VTE,Moderate,Verzenio
lung toxicity,Moderate,Verzenio
GI motility,Major,VESIcare
kidney impairment,Major,VESIcare
liver impairment,Major,VESIcare
narrow-angle glaucoma,Major,VESIcare
urinary obstruction,Major,VESIcare
CNS,Moderate,VESIcare
QT prolongation,Moderate,VESIcare
cardiovascular disease,Major,Viagra
renal dysfunction,Major,Viagra
pulmonary disease,Major,Viagra
priapism,Moderate,Viagra
alcoholism,Moderate,Viagra
hearing loss,Moderate,Viagra
liver disease,Moderate,Viagra
retinitis pigmentosa,Moderate,Viagra
seizure disorders,Moderate,Viagra
alcoholism,Major,Vicodin
liver disease,Major,Vicodin
impaired GI motility,Major,Vicodin
infectious diarrhea,Major,Vicodin
liver disease,Major,Vicodin
prematurity,Major,Vicodin
acute alcohol intoxication,Major,Vicodin
drug dependence,Major,Vicodin
gastrointestinal obstruction,Major,Vicodin
hypotension,Major,Vicodin
intracranial pressure,Major,Vicodin
respiratory depression,Major,Vicodin
 PKU,Moderate,Vicodin
adrenal insufficiency,Moderate,Vicodin
biliary spasm,Moderate,Vicodin
hypothyroidism,Moderate,Vicodin
renal dysfunction,Moderate,Vicodin
seizure disorders,Moderate,Vicodin
urinary retention,Moderate,Vicodin
arrhythmias,Moderate,Vicodin
pancreatitis,Major,Victoza
thyroid carcinoma,Major,Victoza
depression,Major,Victoza
renal dysfunction,Moderate,Victoza
cardiovascular disease,Moderate,Victoza
suicidality,Major,Viibryd
angle closure glaucoma,Moderate,Viibryd
bleeding,Moderate,Viibryd
hyponatremia,Moderate,Viibryd
mixed/manic episode,Moderate,Viibryd
seizure disorder,Moderate,Viibryd
suicidality,Major,Vilazodone
angle closure glaucoma,Moderate,Vilazodone
bleeding,Moderate,Vilazodone
hyponatremia,Moderate,Vilazodone
mixed/manic episode,Moderate,Vilazodone
seizure disorder,Moderate,Vilazodone
depression,Major,Vimpat
CVD,Moderate,Vimpat
hepatic impairment,Moderate,Vimpat
renal impairment,Moderate,Vimpat
depression,Major,Vistaril
QT prolongation,Major,Vistaril
anticholinergic effects,Moderate,Vistaril
asthma/COPD,Moderate,Vistaril
cardiovascular,Moderate,Vistaril
renal/liver disease,Moderate,Vistaril
glaucoma,Moderate,Vistaril
liver disease,Moderate,Vistaril
renal/liver disease,Moderate,Vistaril
hepatobiliary dysfunction,Major,Vitamin A
malabsorption syndromes,Moderate,Vitamin A
malabsorption,Moderate,Vitamin B6
hepatobiliary dysfunction,Major,Vitamin E
malabsorption syndromes,Minor,Vitamin E
asthma,Major,Voltaren
fluid retention,Major,Voltaren
GI toxicity,Major,Voltaren
rash,Major,Voltaren
renal toxicities,Major,Voltaren
thrombosis,Major,Voltaren
porphyria,Moderate,Voltaren
anemia,Moderate,Voltaren
heart failure,Moderate,Voltaren
hepatotoxicity,Moderate,Voltaren
hyperkalemia,Moderate,Voltaren
hypertension,Moderate,Voltaren
platelet aggregation inhibition,Moderate,Voltaren
asthma,Major,Voltaren Arthritis Pain Gel
renal dysfunction,Moderate,Voltaren Arthritis Pain Gel
heart failure,Moderate,Voltaren Arthritis Pain Gel
hypertension,Moderate,Voltaren Arthritis Pain Gel
platelet aggregation inhibition,Moderate,Voltaren Arthritis Pain Gel
hepatotoxicity,Major,Voriconazole
QT prolongation,Moderate,Voriconazole
renal dysfunction,Moderate,Voriconazole
risk of pancreatitis,Moderate,Voriconazole
suicidality,Major,Vortioxetine
angle closure glaucoma,Moderate,Vortioxetine
bleeding,Moderate,Vortioxetine
hyponatremia,Moderate,Vortioxetine
mixed/manic episode,Moderate,Vortioxetine
suicidality,Major,Vraylar
dementia,Major,Vraylar
NMS,Major,Vraylar
tardive dyskinesia,Major,Vraylar
aspiration,Moderate,Vraylar
seizure,Moderate,Vraylar
hematologic abnormalities,Moderate,Vraylar
hyperglycemia/diabetes,Moderate,Vraylar
hypotension,Moderate,Vraylar
lipid alterations,Moderate,Vraylar
renal impairment,Moderate,Vraylar
weight gain,Moderate,Vraylar
hyperprolactinemia,Moderate,Vraylar
hypothyroidism,Moderate,Vyndamax
liver disease,Moderate,Vyndamax
liver disease,Major,Vytorin
liver disease,Major,Vytorin
rhabdomyolysis,Major,Vytorin
renal dysfunction,Major,Vytorin
myopathy/rhabdomyolysis,Moderate,Vytorin
renal impairment,Moderate,Vytorin
cognitive impairment,Moderate,Vytorin
diabetes,Moderate,Vytorin
renal disease,Moderate,Vytorin
cardiovascular,Major,Vyvanse
glaucoma,Major,Vyvanse
agitation,Major,Vyvanse
cardiac disease,Major,Vyvanse
hypertension,Major,Vyvanse
substance abuse,Major,Vyvanse
tics,Major,Vyvanse
bipolar disorders,Moderate,Vyvanse
psychotic disorders,Moderate,Vyvanse
seizure disorders,Moderate,Vyvanse
renal dysfunction,Moderate,Vyvanse
hepatic impairment,Major,Wakix
bipolar disorders,Moderate,Wakix
psychotic disorders,Moderate,Wakix
arrhythmias,Moderate,Wakix
renal disease,Moderate,Wakix
renal/liver disease,Moderate,Wal-itin
bleeding,Major,Warfarin
diabetes,Major,Warfarin
hypertension,Major,Warfarin
liver disease,Major,Warfarin
protein C deficiency,Major,Warfarin
decreased response,Moderate,Warfarin
increased response,Moderate,Warfarin
renal dysfunction,Moderate,Warfarin
suicidal behavior and ideation,Major,Wegovy
thyroid cancer,Major,Wegovy
GI adverse events,Moderate,Wegovy
hypoglycemia,Moderate,Wegovy
pancreatitis,Moderate,Wegovy
retinopathy,Moderate,Wegovy
diabetic ketoacidosis,Major,Welchol
gastrointestinal disorders,Major,Welchol
TG,Major,Welchol
PKU,Moderate,Welchol
malabsorption syndromes,Moderate,Welchol
zaleplon,Moderate,Welireg
zanubrutinib,Major,Welireg
zileuton,Moderate,Welireg
ziprasidone,Minor,Welireg
zolpidem,Moderate,Welireg
zonisamide,Moderate,Welireg
suicidality,Major,Wellbutrin
seizure disorders,Major,Wellbutrin
angle closure glaucoma,Moderate,Wellbutrin
liver disease,Moderate,Wellbutrin
mixed/manic episode,Moderate,Wellbutrin
psychosis,Moderate,Wellbutrin
renal dysfunction,Moderate,Wellbutrin
weight loss,Minor,Wellbutrin
suicidality,Major,Wellbutrin SR
seizure disorders,Major,Wellbutrin SR
angle closure glaucoma,Moderate,Wellbutrin SR
liver disease,Moderate,Wellbutrin SR
mixed/manic episode,Moderate,Wellbutrin SR
psychosis,Moderate,Wellbutrin SR
renal dysfunction,Moderate,Wellbutrin SR
weight loss,Minor,Wellbutrin SR
suicidality,Major,Wellbutrin XL
seizure disorders,Major,Wellbutrin XL
angle closure glaucoma,Moderate,Wellbutrin XL
liver disease,Moderate,Wellbutrin XL
mixed/manic episode,Moderate,Wellbutrin XL
psychosis,Moderate,Wellbutrin XL
renal dysfunction,Moderate,Wellbutrin XL
weight loss,Minor,Wellbutrin XL
cardiovascular complications,Moderate,Wilate
inhibitory antibodies,Moderate,Wilate
blood isoagglutinin,Moderate,Wilate
immunodeficiency,Moderate,Wilate
thromboembolic events,Moderate,Wilate
thromboembolic reactions,Moderate,Wilate
hypercalcemia,Major,Wynzora
diabetes,Moderate,Wynzora
diaper rash,Moderate,Wynzora
hyperadrenocorticism,Moderate,Wynzora
infections,Moderate,Wynzora
ocular toxicities,Moderate,Wynzora
hypotension,Major,Xadago
psychosis,Major,Xadago
hepatic impairment,Major,Xadago
hypertension,Moderate,Xadago
retinal pathology,Moderate,Xadago
herpes simplex,Major,Xalatan
respiratory disorders,Moderate,Xalatan
macular edema,Moderate,Xalatan
uveitis,Moderate,Xalatan
renal/liver disease,Moderate,Xalatan
QT prolongation,Major,Xalkori
bradycardia,Moderate,Xalkori
gastrointestinal perforation,Moderate,Xalkori
hepatic impairment,Moderate,Xalkori
renal impairment,Moderate,Xalkori
visual loss,Moderate,Xalkori
lung toxicity,Moderate,Xalkori
acute alcohol intoxication,Major,Xanax
closed-angle glaucoma,Major,Xanax
drug dependence,Major,Xanax
renal/liver disease,Major,Xanax
respiratory depression,Major,Xanax
seizures,Major,Xanax
depression,Moderate,Xanax
obesity,Moderate,Xanax
paradoxical reactions,Moderate,Xanax
acute alcohol intoxication,Major,Xanax XR
closed-angle glaucoma,Major,Xanax XR
drug dependence,Major,Xanax XR
renal/liver disease,Major,Xanax XR
respiratory depression,Major,Xanax XR
seizures,Major,Xanax XR
depression,Moderate,Xanax XR
obesity,Moderate,Xanax XR
paradoxical reactions,Moderate,Xanax XR
bleeding,Major,Xarelto
hepatic impairment,Major,Xarelto
renal disease,Major,Xarelto
valvular heart disease,Major,Xarelto
unstable blood pressure,Major,Xarelto
zaleplon,Moderate,Xcopri
zanubrutinib,Major,Xcopri
ziconotide,Moderate,Xcopri
zileuton,Moderate,Xcopri
ziprasidone,Minor,Xcopri
zolpidem,Moderate,Xcopri
zonisamide,Moderate,Xcopri
cardiovascular risk,Major,Xeljanz
malignancy,Major,Xeljanz
thrombosis,Major,Xeljanz
infections,Major,Xeljanz
tuberculosis,Major,Xeljanz
 viral reactivation,Moderate,Xeljanz
cytopenias,Moderate,Xeljanz
diabetes,Moderate,Xeljanz
GI obstruction,Moderate,Xeljanz
GI perforation,Moderate,Xeljanz
hepatic disorder,Moderate,Xeljanz
hyperlipidemia,Moderate,Xeljanz
renal disease,Moderate,Xeljanz
infections,Major,Xeloda
coronary artery disease,Major,Xeloda
myelosuppression,Major,Xeloda
renal dysfunction,Major,Xeloda
dehydration,Moderate,Xeloda
hepatic dysfunction,Moderate,Xeloda
cardiac arrhythmias,Major,Xenazine
depression,Major,Xenazine
hepatic impairment,Major,Xenazine
Huntington's disease,Major,Xenazine
dysphagia,Moderate,Xenazine
hyperprolactinemia,Moderate,Xenazine
hypotension,Moderate,Xenazine
malabsorption,Major,Xenical
diabetics,Moderate,Xenical
(fat soluble) vitamin deficiency,Moderate,Xenical
nephrolithiasis,Moderate,Xenical
colitis,Major,Xenleta
QT prolongation,Major,Xenleta
hepatic impairment,Moderate,Xenleta
renal impairment,Moderate,Xenleta
dysphagia/respiratory disorders,Major,Xeomin
infection,Major,Xeomin
narrow angle glaucoma,Moderate,Xeomin
warfarin,Moderate,Xerava
constipation,Moderate,Xermelo
hepatic impairment,Moderate,Xermelo
renal dysfunction,Moderate,Xermelo
hypocalcemia,Major,Xgeva
immunosuppression,Moderate,Xgeva
hyperadrenocorticism,Moderate,Xhance
infections,Moderate,Xhance
ocular herpes simplex,Moderate,Xhance
ocular toxicities,Moderate,Xhance
osteoporosis,Moderate,Xhance
coagulation disorders,Major,Xiaflex
colitis,Major,Xifaxan
liver disease,Moderate,Xifaxan
renal dysfunction,Moderate,Xifaxan
lactic acidosis,Major,Xigduo XR
cardiovascular risk,Major,Xigduo XR
liver dysfunction,Major,Xigduo XR
renal dysfunction,Major,Xigduo XR
hypoglycemia,Moderate,Xigduo XR
B12 deficiency,Moderate,Xigduo XR
hypotension,Moderate,Xigduo XR
infections,Moderate,Xigduo XR
zinc acetate,Moderate,Xofluza
zinc gluconate,Moderate,Xofluza
zinc sulfate,Moderate,Xofluza
malignancies,Moderate,Xolair
cardiovascular,Moderate,Xopenex
diabetes,Moderate,Xopenex
hypokalemia,Moderate,Xopenex
seizures,Moderate,Xopenex
renal dysfunction,Moderate,Xopenex
cardiovascular,Moderate,Xopenex HFA
diabetes,Moderate,Xopenex HFA
hypokalemia,Moderate,Xopenex HFA
seizures,Moderate,Xopenex HFA
renal dysfunction,Moderate,Xopenex HFA
hepatic/renal,Moderate,Xospata
QT interval prolongation,Moderate,Xospata
GI toxicities,Moderate,Xpovio
hepatic dysfunction,Moderate,Xpovio
hyponatremia,Moderate,Xpovio
neurological toxicities,Moderate,Xpovio
neutropenia,Moderate,Xpovio
renal dysfunction,Moderate,Xpovio
thrombocytopenia,Moderate,Xpovio
weight loss,Moderate,Xpovio
impaired GI motility,Major,Xtampza ER
infectious diarrhea,Major,Xtampza ER
liver disease,Major,Xtampza ER
prematurity,Major,Xtampza ER
acute alcohol intoxication,Major,Xtampza ER
drug dependence,Major,Xtampza ER
gastrointestinal obstruction,Major,Xtampza ER
hypotension,Major,Xtampza ER
intracranial pressure,Major,Xtampza ER
respiratory depression,Major,Xtampza ER
adrenal insufficiency,Moderate,Xtampza ER
biliary spasm,Moderate,Xtampza ER
hypothyroidism,Moderate,Xtampza ER
renal dysfunction,Moderate,Xtampza ER
seizure disorders,Moderate,Xtampza ER
urinary retention,Moderate,Xtampza ER
arrhythmias,Moderate,Xtampza ER
renal impairment,Moderate,Xtandi
seizures,Moderate,Xtandi
smoking,Major,Xulane
abnormal vaginal bleeding,Major,Xulane
carcinomas (estrogenic),Major,Xulane
hypercalcemia in breast cancer,Major,Xulane
hypertension,Major,Xulane
thromboembolism/cardiovascular,Major,Xulane
hepatic neoplasms,Major,Xulane
angioedema,Moderate,Xulane
gallbladder disease,Moderate,Xulane
hypercalcemia,Moderate,Xulane
hyperlipidemia,Moderate,Xulane
liver disease,Moderate,Xulane
melasma,Moderate,Xulane
depression,Moderate,Xulane
fluid retention,Moderate,Xulane
glucose intolerance,Moderate,Xulane
retinal thrombosis,Moderate,Xulane
thyroid function tests,Moderate,Xulane
pancreatitis,Major,Xultophy
thyroid carcinoma,Major,Xultophy
depression,Major,Xultophy
renal dysfunction,Moderate,Xultophy
renal/liver disease,Moderate,Xultophy
hypokalemia,Moderate,Xultophy
hypoglycemia,Moderate,Xultophy
cardiovascular disease,Moderate,Xultophy
cardiovascular complications,Moderate,Xyntha
inhibitory antibodies,Moderate,Xyntha
blood isoagglutinin,Moderate,Xyntha
immunodeficiency,Moderate,Xyntha
thromboembolic events,Moderate,Xyntha
carcinoma (male),Major,Xyosted
fluid retention,Major,Xyosted
hypercalcemia in breast cancer,Major,Xyosted
hyperlipoproteinemia,Major,Xyosted
liver disease,Major,Xyosted
polycythemia,Major,Xyosted
suppression of clotting factors,Major,Xyosted
renal/liver disease,Major,Xyosted
diabetes,Moderate,Xyosted
hypercalcemia,Moderate,Xyosted
thyroid function tests,Minor,Xyosted
depression,Major,Xyrem
hx drug/alcohol abuse,Major,Xyrem
glaucoma,Moderate,Xyrem
liver disease,Moderate,Xyrem
sensitivity to salt intake,Moderate,Xyrem
sleep apnea/respiratory depression,Moderate,Xyrem
renal impairment,Major,Xyzal
urinary retention,Moderate,Xyzal
smoking,Major,Yasmin
hyperkalemia,Major,Yasmin
abnormal vaginal bleeding,Major,Yasmin
carcinomas (estrogenic),Major,Yasmin
hypercalcemia in breast cancer,Major,Yasmin
hypertension,Major,Yasmin
thromboembolism/cardiovascular,Major,Yasmin
hepatic neoplasms,Major,Yasmin
angioedema,Moderate,Yasmin
gallbladder disease,Moderate,Yasmin
hypercalcemia,Moderate,Yasmin
hyperlipidemia,Moderate,Yasmin
liver disease,Moderate,Yasmin
melasma,Moderate,Yasmin
depression,Moderate,Yasmin
fluid retention,Moderate,Yasmin
glucose intolerance,Moderate,Yasmin
retinal thrombosis,Moderate,Yasmin
thyroid function tests,Moderate,Yasmin
smoking,Major,Yaz
hyperkalemia,Major,Yaz
abnormal vaginal bleeding,Major,Yaz
carcinomas (estrogenic),Major,Yaz
hypercalcemia in breast cancer,Major,Yaz
hypertension,Major,Yaz
thromboembolism/cardiovascular,Major,Yaz
hepatic neoplasms,Major,Yaz
angioedema,Moderate,Yaz
gallbladder disease,Moderate,Yaz
hypercalcemia,Moderate,Yaz
hyperlipidemia,Moderate,Yaz
liver disease,Moderate,Yaz
melasma,Moderate,Yaz
depression,Moderate,Yaz
fluid retention,Moderate,Yaz
glucose intolerance,Moderate,Yaz
retinal thrombosis,Moderate,Yaz
thyroid function tests,Moderate,Yaz
smoking,Major,Yaz 28
hyperkalemia,Major,Yaz 28
abnormal vaginal bleeding,Major,Yaz 28
carcinomas (estrogenic),Major,Yaz 28
hypercalcemia in breast cancer,Major,Yaz 28
hypertension,Major,Yaz 28
thromboembolism/cardiovascular,Major,Yaz 28
hepatic neoplasms,Major,Yaz 28
angioedema,Moderate,Yaz 28
gallbladder disease,Moderate,Yaz 28
hypercalcemia,Moderate,Yaz 28
hyperlipidemia,Moderate,Yaz 28
liver disease,Moderate,Yaz 28
melasma,Moderate,Yaz 28
depression,Moderate,Yaz 28
fluid retention,Moderate,Yaz 28
glucose intolerance,Moderate,Yaz 28
retinal thrombosis,Moderate,Yaz 28
thyroid function tests,Moderate,Yaz 28
infections,Major,Yellow fever vaccine
immunodeficiency,Major,Yellow fever vaccine
dermatitis,Major,Yervoy
endocrinopathies,Major,Yervoy
enterocolitis,Major,Yervoy
hepatitis,Major,Yervoy
neuropathies,Major,Yervoy
ocular disease,Major,Yervoy
hepatic impairment,Moderate,Yervoy
hepatitis B reactivation,Major,Yescarta
infections,Major,Yescarta
inflammatory disorders,Major,Yescarta
neurological toxicities,Major,Yescarta
vaccination,Moderate,Yescarta
cardiovascular disease,Major,Yohimbine
peptic ulcer disease,Major,Yohimbine
renal dysfunction,Major,Yohimbine
depression/psychoses,Moderate,Yohimbine
liver disease,Moderate,Yohimbine
cardiomyopathy,Moderate,Yondelis
hepatotoxicity,Moderate,Yondelis
neutropenic sepsis,Moderate,Yondelis
rhabdomyolysis,Moderate,Yondelis
Trabectedin – renal impairment,Moderate,Yondelis
hepatic impairment,Major,Yonsa
CVD,Moderate,Yonsa
glaucoma,Moderate,Yupelri
hepatic impairment,Moderate,Yupelri
severe renal impairment,Moderate,Yupelri
urinary retention,Moderate,Yupelri
liver disease,Major,Zafirlukast
alcohol intox,Major,Zaleplon
depression,Major,Zaleplon
drug dependence,Major,Zaleplon
liver disease,Major,Zaleplon
glaucoma,Moderate,Zaleplon
liver disease,Moderate,Zaleplon
resp depression,Moderate,Zaleplon
renal dysfunction,Moderate,Zaleplon
hepatotoxicity,Major,Zanaflex
hypotension,Major,Zanaflex
renal dysfunction,Major,Zanaflex
psychoses,Moderate,Zanaflex
